country;type_community;marital_status;educatational;gender;age;occupation;household_compostion;support_refugees
CESKA REPUBLIKA;Large town;(Re-)Married: children this marriage;18;Woman;56;Employed position, service job;3;4
CESKA REPUBLIKA;Large town;Widow: without children;18;Woman;73;Retired, unable to work;1;4
CESKA REPUBLIKA;Small/middle town;Widow: without children;25;Woman;79;Retired, unable to work;1;1
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;18;Woman;55;Employed position, at desk;2;2
CESKA REPUBLIKA;Small/middle town;Divorced/Separated: without children;18;Man;62;Retired, unable to work;1;2
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children prev marriage;18;Man;42;Employed position, service job;4;2
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;18;Man;65;Retired, unable to work;2;3
CESKA REPUBLIKA;Small/middle town;Single liv w partner: childr this union;18;Man;44;Business proprietors, etc.;2;3
CESKA REPUBLIKA;Small/middle town;Widow: without children;23;Woman;70;Retired, unable to work;1;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;24;Woman;62;Retired, unable to work;4;2
CESKA REPUBLIKA;Small/middle town;Single liv w partner: childr prev union;23;Woman;32;Employed position, at desk;2;4
CESKA REPUBLIKA;Large town;Single: without children;20;Man;27;Employed position, at desk;1;4
CESKA REPUBLIKA;Small/middle town;Divorced/Separated: without children;18;Woman;56;Employed position, at desk;1;3
CESKA REPUBLIKA;Large town;(Re-)Married: children this marriage;24;Man;41;Business proprietors, etc.;3;4
CESKA REPUBLIKA;Large town;(Re-)Married: without children;25;Woman;30;Business proprietors, etc.;2;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;18;Woman;83;Retired, unable to work;2;2
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;19;Man;46;Skilled manual worker;2;3
CESKA REPUBLIKA;Small/middle town;Single: without children;98;Man;18;Student;3;3
CESKA REPUBLIKA;Small/middle town;Single liv w partner: without children;26;Man;27;Middle management, etc.;3;4
CESKA REPUBLIKA;Small/middle town;Widow: without children;18;Woman;75;Retired, unable to work;1;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;19;Woman;39;Employed position, at desk;3;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;20;Man;65;Retired, unable to work;2;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;18;Woman;56;Employed position, service job;2;3
CESKA REPUBLIKA;Small/middle town;Single liv w partner: childr this union;19;Man;33;Employed position, at desk;2;5
CESKA REPUBLIKA;Rural area or village;(Re-)Married: without children;18;Man;54;Skilled manual worker;2;3
CESKA REPUBLIKA;Rural area or village;(Re-)Married: children this marriage;19;Woman;38;Employed position, service job;2;2
CESKA REPUBLIKA;Small/middle town;Widow: without children;15;Woman;78;Retired, unable to work;1;3
CESKA REPUBLIKA;Small/middle town;Single liv w partner: without children;98;Man;15;Student;3;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;15;Man;64;Retired, unable to work;2;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;17;Woman;41;Skilled manual worker;2;3
CESKA REPUBLIKA;Large town;Divorced/Separated: without children;18;Woman;58;Employed position, at desk;1;4
CESKA REPUBLIKA;Rural area or village;(Re-)Married: children this marriage;20;Woman;48;Employed professional (employed doctor, etc.);1;3
CESKA REPUBLIKA;Rural area or village;Single: without children;26;Man;28;Employed professional (employed doctor, etc.);1;3
CESKA REPUBLIKA;Rural area or village;(Re-)Married: without children;27;Woman;42;Employed professional (employed doctor, etc.);2;3
CESKA REPUBLIKA;Rural area or village;Single liv w partner: childr this union;28;Man;45;Professional (lawyer, etc.);1;3
CESKA REPUBLIKA;Rural area or village;Divorced/Separated: with children;23;Woman;57;Employed professional (employed doctor, etc.);3;3
CESKA REPUBLIKA;Rural area or village;(Re-)Married: children this marriage;19;Man;47;Employed position, at desk;2;3
CESKA REPUBLIKA;Rural area or village;Widow: without children;19;Woman;76;Retired, unable to work;1;4
CESKA REPUBLIKA;Rural area or village;(Re-)Married: without children;19;Woman;52;Employed professional (employed doctor, etc.);2;3
CESKA REPUBLIKA;Small/middle town;Single liv w partner: without children;18;Man;25;Skilled manual worker;1;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;19;Woman;50;Employed position, at desk;2;4
CESKA REPUBLIKA;Small/middle town;Divorced/Separated: without children;18;Man;53;Skilled manual worker;1;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;17;Woman;75;Retired, unable to work;2;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;99;Woman;55;Unskilled manual worker, etc.;2;2
CESKA REPUBLIKA;Large town;Single liv w partner: childr this union;23;Woman;33;Employed professional (employed doctor, etc.);4;2
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;19;Woman;48;Employed position, at desk;4;2
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;19;Man;70;Middle management, etc.;2;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;18;Man;40;Employed position, at desk;2;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;17;Man;33;Owner of a shop, craftsmen, etc.;1;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;17;Woman;35;Responsible for ordinary shopping, etc.;2;4
CESKA REPUBLIKA;Rural area or village;Widow: without children;18;Woman;63;Retired, unable to work;1;2
CESKA REPUBLIKA;Rural area or village;(Re-)Married: without children;17;Woman;67;Retired, unable to work;2;3
CESKA REPUBLIKA;Rural area or village;(Re-)Married: children this marriage;18;Woman;51;Employed position, at desk;4;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;20;Woman;63;Skilled manual worker;2;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;18;Woman;54;Employed position, service job;2;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;18;Woman;61;Employed position, service job;2;4
CESKA REPUBLIKA;Small/middle town;Widow: without children;18;Woman;72;Retired, unable to work;1;4
CESKA REPUBLIKA;Large town;Single liv w partner: without children;19;Woman;22;Employed position, travelling;2;3
CESKA REPUBLIKA;Large town;Divorced/Separated: with children;18;Woman;38;Employed position, travelling;2;4
CESKA REPUBLIKA;Large town;Divorced/Separated: with children;18;Woman;49;Unemployed, temporarily not working;3;4
CESKA REPUBLIKA;Large town;Divorced/Separated: without children;19;Man;50;Retired, unable to work;1;4
CESKA REPUBLIKA;Small/middle town;Divorced/Separated: without children;18;Woman;56;Employed position, at desk;1;4
CESKA REPUBLIKA;Large town;Divorced/Separated: without children;18;Man;51;Employed position, at desk;1;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;18;Man;38;Owner of a shop, craftsmen, etc.;3;3
CESKA REPUBLIKA;Small/middle town;Single liv w partner: without children;18;Man;33;Skilled manual worker;4;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;18;Man;50;Skilled manual worker;4;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;18;Woman;40;Employed position, travelling;3;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;17;Woman;62;Retired, unable to work;3;3
CESKA REPUBLIKA;Rural area or village;Single liv w partner: childr this union;18;Woman;32;Owner of a shop, craftsmen, etc.;2;4
CESKA REPUBLIKA;Large town;Single: without children;98;Woman;27;Student;5;3
CESKA REPUBLIKA;Large town;Single: without children;26;Woman;27;Employed position, at desk;5;4
CESKA REPUBLIKA;Large town;Single liv w partner: without children;98;Woman;22;Student;5;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;18;Man;56;Employed position, at desk;2;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;18;Man;44;Employed position, travelling;2;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;18;Woman;31;Middle management, etc.;2;3
CESKA REPUBLIKA;Rural area or village;Single liv w partner: without children;18;Man;32;Employed position, service job;2;3
CESKA REPUBLIKA;Small/middle town;Divorced/Separated: without children;18;Woman;65;Retired, unable to work;1;5
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;23;Woman;35;Responsible for ordinary shopping, etc.;2;3
CESKA REPUBLIKA;Small/middle town;Widow: without children;18;Woman;65;Retired, unable to work;1;3
CESKA REPUBLIKA;Small/middle town;Divorced/Separated: without children;19;Woman;68;Owner of a shop, craftsmen, etc.;1;3
CESKA REPUBLIKA;Small/middle town;Divorced/Separated: without children;21;Woman;70;Retired, unable to work;1;3
CESKA REPUBLIKA;Rural area or village;(Re-)Married: children this marriage;23;Man;39;Middle management, etc.;2;2
CESKA REPUBLIKA;Large town;Divorced/Separated: without children;28;Man;51;Employed position, at desk;1;2
CESKA REPUBLIKA;Large town;Divorced/Separated: without children;31;Man;57;Employed position, at desk;1;3
CESKA REPUBLIKA;Rural area or village;Single: without children;23;Woman;52;Employed position, at desk;1;1
CESKA REPUBLIKA;Small/middle town;Single: without children;18;Man;33;Employed position, at desk;1;3
CESKA REPUBLIKA;Small/middle town;Divorced/Separated: with children;19;Woman;38;Employed position, at desk;1;4
CESKA REPUBLIKA;Small/middle town;Divorced/Separated: without children;18;Man;65;Retired, unable to work;2;4
CESKA REPUBLIKA;Small/middle town;Divorced/Separated: without children;15;Woman;64;Retired, unable to work;1;4
CESKA REPUBLIKA;Small/middle town;Single liv w partner: childr this union;19;Woman;40;Employed position, at desk;2;4
CESKA REPUBLIKA;Small/middle town;Single: without children;19;Man;22;Middle management, etc.;2;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;18;Man;66;Retired, unable to work;2;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;18;Woman;75;Retired, unable to work;2;4
CESKA REPUBLIKA;Small/middle town;Divorced/Separated: without children;17;Woman;67;Retired, unable to work;1;3
CESKA REPUBLIKA;Small/middle town;Single: without children;19;Man;24;Unemployed, temporarily not working;4;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;22;Woman;48;Middle management, etc.;2;4
CESKA REPUBLIKA;Large town;(Re-)Married: children this marriage;25;Woman;36;Unemployed, temporarily not working;1;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;19;Woman;53;Employed position, at desk;2;4
CESKA REPUBLIKA;Small/middle town;Widow: without children;23;Woman;75;Retired, unable to work;1;2
CESKA REPUBLIKA;Small/middle town;Widow: without children;18;Man;64;Retired, unable to work;1;3
CESKA REPUBLIKA;Small/middle town;Single liv w partner: childr this union;19;Woman;33;Responsible for ordinary shopping, etc.;2;3
CESKA REPUBLIKA;Small/middle town;Divorced/Separated: without children;20;Man;54;Owner of a shop, craftsmen, etc.;1;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;19;Woman;49;Employed position, at desk;4;5
CESKA REPUBLIKA;Large town;(Re-)Married: without children;18;Woman;65;Retired, unable to work;2;2
CESKA REPUBLIKA;Large town;Widow: without children;18;Woman;78;Retired, unable to work;1;5
CESKA REPUBLIKA;Large town;(Re-)Married: children this marriage;19;Woman;47;Middle management, etc.;3;3
CESKA REPUBLIKA;Large town;(Re-)Married: children this marriage;26;Man;29;Middle management, etc.;2;2
CESKA REPUBLIKA;Large town;(Re-)Married: children this marriage;18;Woman;38;Employed position, at desk;2;3
CESKA REPUBLIKA;Large town;Single: without children;19;Woman;23;Employed position, at desk;1;4
CESKA REPUBLIKA;Large town;(Re-)Married: children this marriage;19;Woman;34;Employed position, service job;2;3
CESKA REPUBLIKA;Small/middle town;Single liv w partner: childr this union;23;Woman;34;Responsible for ordinary shopping, etc.;1;2
CESKA REPUBLIKA;Large town;(Re-)Married: without children;19;Woman;52;Employed position, at desk;2;3
CESKA REPUBLIKA;Rural area or village;Divorced/Separated: without children;19;Man;49;Employed position, at desk;1;4
CESKA REPUBLIKA;Rural area or village;(Re-)Married: without children;19;Woman;52;Skilled manual worker;2;4
CESKA REPUBLIKA;Large town;(Re-)Married: without children;18;Woman;53;Employed position, at desk;2;3
CESKA REPUBLIKA;Rural area or village;Single liv w partner: without children;19;Man;23;Unemployed, temporarily not working;1;2
CESKA REPUBLIKA;Large town;Divorced/Separated: with children;99;Woman;48;Professional (lawyer, etc.);3;3
CESKA REPUBLIKA;Large town;(Re-)Married: without children;99;Man;55;Retired, unable to work;2;2
CESKA REPUBLIKA;Rural area or village;Single: without children;20;Man;75;Retired, unable to work;2;2
CESKA REPUBLIKA;Large town;Divorced/Separated: without children;21;Woman;65;Retired, unable to work;1;5
CESKA REPUBLIKA;Large town;Divorced/Separated: without children;18;Man;56;Unemployed, temporarily not working;1;4
CESKA REPUBLIKA;Large town;Single: without children;18;Woman;25;Employed position, service job;2;3
CESKA REPUBLIKA;Large town;Single liv w partner: without children;18;Man;58;Skilled manual worker;2;3
CESKA REPUBLIKA;Large town;Widow: without children;21;Woman;72;Retired, unable to work;1;4
CESKA REPUBLIKA;Large town;(Re-)Married: without children;19;Woman;57;Employed position, service job;2;3
CESKA REPUBLIKA;Large town;(Re-)Married: without children;18;Man;57;Skilled manual worker;2;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;19;Man;53;Business proprietors, etc.;2;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;18;Man;42;Business proprietors, etc.;2;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;19;Woman;42;Professional (lawyer, etc.);3;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;23;Man;58;Owner of a shop, craftsmen, etc.;4;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;19;Woman;74;Retired, unable to work;2;5
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;19;Woman;32;Business proprietors, etc.;2;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;25;Woman;51;Employed professional (employed doctor, etc.);3;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;18;Man;51;Skilled manual worker;4;3
CESKA REPUBLIKA;Rural area or village;(Re-)Married: without children;99;Woman;55;Skilled manual worker;2;4
CESKA REPUBLIKA;Rural area or village;(Re-)Married: without children;18;Man;49;Employed position, at desk;1;4
CESKA REPUBLIKA;Rural area or village;(Re-)Married: children this marriage;25;Woman;37;Employed professional (employed doctor, etc.);2;4
CESKA REPUBLIKA;Rural area or village;(Re-)Married: without children;16;Man;68;Retired, unable to work;2;2
CESKA REPUBLIKA;Rural area or village;(Re-)Married: children this marriage;20;Woman;35;Employed professional (employed doctor, etc.);2;3
CESKA REPUBLIKA;Rural area or village;Single: without children;22;Man;60;Employed professional (employed doctor, etc.);1;4
CESKA REPUBLIKA;Rural area or village;Divorced/Separated: without children;20;Woman;55;Employed position, at desk;2;3
CESKA REPUBLIKA;Rural area or village;Divorced/Separated: without children;19;Woman;58;Employed position, service job;1;4
CESKA REPUBLIKA;Rural area or village;(Re-)Married: without children;20;Woman;55;Employed position, travelling;2;3
CESKA REPUBLIKA;Rural area or village;Single liv w partner: without children;22;Man;28;Middle management, etc.;2;3
CESKA REPUBLIKA;Rural area or village;(Re-)Married: without children;19;Man;49;Middle management, etc.;2;3
CESKA REPUBLIKA;Rural area or village;Single liv w partner: without children;24;Woman;27;Employed professional (employed doctor, etc.);1;3
CESKA REPUBLIKA;Rural area or village;(Re-)Married: without children;19;Man;49;Employed position, at desk;3;3
CESKA REPUBLIKA;Small/middle town;Widow: without children;18;Man;63;Employed position, at desk;5;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;18;Woman;56;Owner of a shop, craftsmen, etc.;4;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;18;Woman;56;Skilled manual worker;2;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;19;Woman;62;Retired, unable to work;2;3
CESKA REPUBLIKA;Rural area or village;(Re-)Married: without children;18;Woman;62;Employed position, at desk;2;4
CESKA REPUBLIKA;Rural area or village;(Re-)Married: children this marriage;18;Woman;66;Retired, unable to work;3;3
CESKA REPUBLIKA;Small/middle town;Widow: without children;18;Woman;67;Retired, unable to work;1;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;20;Woman;45;Middle management, etc.;2;3
CESKA REPUBLIKA;Small/middle town;Single: without children;27;Woman;28;Employed position, travelling;1;5
CESKA REPUBLIKA;Small/middle town;Single: without children;19;Man;33;Unemployed, temporarily not working;1;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;26;Man;34;Middle management, etc.;2;2
CESKA REPUBLIKA;Small/middle town;Single liv w partner: without children;26;Man;30;Professional (lawyer, etc.);2;2
CESKA REPUBLIKA;Large town;(Re-)Married: without children;19;Woman;70;Retired, unable to work;2;2
CESKA REPUBLIKA;Small/middle town;Widow: without children;19;Woman;65;Retired, unable to work;1;3
CESKA REPUBLIKA;Small/middle town;Single liv w partner: without children;18;Woman;55;Retired, unable to work;2;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;23;Man;45;Middle management, etc.;4;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;20;Woman;59;Retired, unable to work;2;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children prev marriage;18;Woman;40;Skilled manual worker;4;4
CESKA REPUBLIKA;Small/middle town;Divorced/Separated: without children;19;Woman;68;Retired, unable to work;1;3
CESKA REPUBLIKA;Small/middle town;Single: without children;98;Woman;23;Student;4;3
CESKA REPUBLIKA;Rural area or village;Single: without children;98;Man;27;Student;3;2
CESKA REPUBLIKA;Rural area or village;Widow: without children;18;Woman;80;Retired, unable to work;1;2
CESKA REPUBLIKA;Rural area or village;(Re-)Married: children this marriage;18;Man;60;Retired, unable to work;4;2
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;18;Woman;28;Employed position, service job;2;2
CESKA REPUBLIKA;Small/middle town;Divorced/Separated: without children;19;Man;48;Unemployed, temporarily not working;2;4
CESKA REPUBLIKA;Rural area or village;(Re-)Married: children this marriage;19;Woman;46;Employed position, at desk;5;4
CESKA REPUBLIKA;Rural area or village;Divorced/Separated: without children;19;Woman;38;Retired, unable to work;2;4
CESKA REPUBLIKA;Rural area or village;Divorced/Separated: without children;18;Woman;57;Skilled manual worker;1;4
CESKA REPUBLIKA;Rural area or village;(Re-)Married: children this marriage;19;Woman;25;Business proprietors, etc.;3;4
CESKA REPUBLIKA;Rural area or village;Widow: without children;19;Woman;84;Retired, unable to work;1;4
CESKA REPUBLIKA;Small/middle town;Divorced/Separated: with children;18;Man;46;Skilled manual worker;1;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;19;Woman;78;Retired, unable to work;1;2
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;19;Man;51;Retired, unable to work;4;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;19;Woman;64;Retired, unable to work;2;2
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;19;Woman;44;Middle management, etc.;2;2
CESKA REPUBLIKA;Small/middle town;Widow: without children;17;Woman;79;Retired, unable to work;1;4
CESKA REPUBLIKA;Small/middle town;Widow: without children;18;Woman;69;Retired, unable to work;1;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;18;Man;73;Retired, unable to work;2;4
CESKA REPUBLIKA;Small/middle town;Divorced/Separated: without children;19;Woman;53;Retired, unable to work;2;4
CESKA REPUBLIKA;Small/middle town;Widow: without children;18;Man;80;Retired, unable to work;1;3
CESKA REPUBLIKA;Small/middle town;Single: without children;99;Man;25;Employed position, at desk;1;1
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;0;Woman;43;Unskilled manual worker, etc.;2;2
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;99;Woman;28;Responsible for ordinary shopping, etc.;2;3
CESKA REPUBLIKA;Small/middle town;Single liv w partner: without children;0;Man;28;Employed position, travelling;1;2
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;18;Woman;59;Retired, unable to work;2;3
CESKA REPUBLIKA;Small/middle town;Divorced/Separated: without children;18;Woman;53;Employed position, at desk;1;5
CESKA REPUBLIKA;Small/middle town;Single liv w partner: without children;18;Woman;45;Employed position, at desk;2;3
CESKA REPUBLIKA;Small/middle town;Single: without children;19;Man;32;Owner of a shop, craftsmen, etc.;1;5
CESKA REPUBLIKA;Small/middle town;Single: with children;17;Woman;26;Responsible for ordinary shopping, etc.;1;3
CESKA REPUBLIKA;Small/middle town;Widow: without children;18;Woman;51;Employed position, travelling;1;2
CESKA REPUBLIKA;Small/middle town;Widow: without children;18;Woman;51;Unskilled manual worker, etc.;1;2
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;17;Woman;57;Middle management, etc.;2;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;18;Woman;25;Responsible for ordinary shopping, etc.;2;2
CESKA REPUBLIKA;Small/middle town;Single liv w partner: without children;98;Man;20;Student;2;4
CESKA REPUBLIKA;Small/middle town;Single liv w partner: childr this/prev union;19;Man;30;Owner of a shop, craftsmen, etc.;4;4
CESKA REPUBLIKA;Small/middle town;Widow: without children;18;Man;65;Retired, unable to work;1;4
CESKA REPUBLIKA;Large town;Divorced/Separated: without children;19;Woman;52;Middle management, etc.;2;4
CESKA REPUBLIKA;Small/middle town;Divorced/Separated: without children;18;Man;52;Owner of a shop, craftsmen, etc.;1;4
CESKA REPUBLIKA;Large town;(Re-)Married: children this marriage;25;Man;42;Owner of a shop, craftsmen, etc.;3;2
CESKA REPUBLIKA;Large town;Divorced/Separated: with children;18;Woman;48;Employed position, at desk;2;3
CESKA REPUBLIKA;Large town;Single: with children;19;Woman;35;Employed position, at desk;1;3
CESKA REPUBLIKA;Small/middle town;Widow: with children;18;Woman;65;Retired, unable to work;3;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;18;Woman;59;Retired, unable to work;2;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;18;Woman;54;Employed position, service job;3;3
CESKA REPUBLIKA;Large town;(Re-)Married: without children;23;Man;61;Business proprietors, etc.;1;4
CESKA REPUBLIKA;Small/middle town;Single liv w partner: without children;18;Man;22;Employed position, at desk;2;2
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;19;Woman;64;Retired, unable to work;2;3
CESKA REPUBLIKA;Small/middle town;Single liv w partner: without children;98;Man;19;Student;2;2
CESKA REPUBLIKA;Small/middle town;Widow: without children;17;Woman;60;Retired, unable to work;1;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;18;Man;64;Retired, unable to work;2;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;18;Man;50;Employed position, travelling;3;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;19;Woman;44;Employed position, at desk;4;4
CESKA REPUBLIKA;Small/middle town;Single liv w partner: childr this union;20;Woman;36;Responsible for ordinary shopping, etc.;2;4
CESKA REPUBLIKA;Small/middle town;Single liv w partner: childr this union;20;Woman;41;Employed position, at desk;2;4
CESKA REPUBLIKA;Small/middle town;Single liv w partner: childr this union;20;Woman;28;Responsible for ordinary shopping, etc.;2;4
CESKA REPUBLIKA;Rural area or village;(Re-)Married: without children;18;Man;71;Retired, unable to work;2;5
CESKA REPUBLIKA;Small/middle town;Single: without children;19;Woman;28;Employed position, travelling;2;3
CESKA REPUBLIKA;Small/middle town;Divorced/Separated: with children;18;Woman;47;Employed position, at desk;2;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;19;Man;47;Middle management, etc.;2;3
CESKA REPUBLIKA;Small/middle town;Widow: without children;17;Woman;73;Retired, unable to work;1;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;18;Man;62;Retired, unable to work;2;4
CESKA REPUBLIKA;Large town;Single liv w partner: childr this union;24;Woman;52;Professional (lawyer, etc.);3;3
CESKA REPUBLIKA;Large town;Divorced/Separated: without children;15;Man;69;Business proprietors, etc.;1;3
CESKA REPUBLIKA;Large town;Single: without children;98;Woman;24;Student;1;3
CESKA REPUBLIKA;Small/middle town;Single liv w partner: childr this union;18;Man;25;Skilled manual worker;2;3
CESKA REPUBLIKA;Small/middle town;Single liv w partner: childr this union;16;Woman;37;Unemployed, temporarily not working;2;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;24;Man;38;Employed professional (employed doctor, etc.);2;2
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;15;Man;75;Retired, unable to work;3;3
CESKA REPUBLIKA;Rural area or village;Single: without children;15;Woman;56;Retired, unable to work;2;4
CESKA REPUBLIKA;Rural area or village;Single: without children;18;Woman;31;Skilled manual worker;1;4
CESKA REPUBLIKA;Rural area or village;(Re-)Married: without children;15;Woman;62;Retired, unable to work;2;4
CESKA REPUBLIKA;Rural area or village;Divorced/Separated: with children;18;Woman;56;Employed position, at desk;2;4
CESKA REPUBLIKA;Rural area or village;Widow: without children;18;Woman;77;Retired, unable to work;1;4
CESKA REPUBLIKA;Rural area or village;(Re-)Married: children this marriage;19;Woman;51;Skilled manual worker;3;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;19;Woman;39;Employed position, at desk;2;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;18;Man;46;Employed position, travelling;2;2
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;19;Man;52;Employed position, travelling;2;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;21;Woman;64;Retired, unable to work;2;2
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;19;Woman;64;Retired, unable to work;2;5
CESKA REPUBLIKA;Small/middle town;Widow: without children;19;Woman;75;Retired, unable to work;1;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;16;Woman;64;Retired, unable to work;2;4
CESKA REPUBLIKA;Small/middle town;Single liv w partner: without children;21;Man;25;Middle management, etc.;2;4
CESKA REPUBLIKA;Large town;(Re-)Married: children this marriage;25;Woman;40;Business proprietors, etc.;2;2
CESKA REPUBLIKA;Large town;Widow: without children;19;Woman;77;Retired, unable to work;1;5
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;26;Man;37;Business proprietors, etc.;2;3
CESKA REPUBLIKA;Small/middle town;Single: without children;98;Woman;17;Student;3;3
CESKA REPUBLIKA;Large town;(Re-)Married: children this marriage;23;Man;47;Professional (lawyer, etc.);2;2
CESKA REPUBLIKA;Large town;Single: without children;20;Man;28;Employed position, at desk;1;4
CESKA REPUBLIKA;Large town;Divorced/Separated: without children;18;Woman;55;Employed position, service job;1;4
CESKA REPUBLIKA;Large town;(Re-)Married: children this marriage;20;Man;36;Employed position, at desk;2;4
CESKA REPUBLIKA;Large town;Single: without children;98;Woman;18;Student;3;3
CESKA REPUBLIKA;Large town;(Re-)Married: children this marriage;19;Woman;28;Employed position, at desk;2;3
CESKA REPUBLIKA;Large town;Single: without children;20;Man;26;Employed position, at desk;1;3
CESKA REPUBLIKA;Large town;(Re-)Married: without children;18;Woman;53;Employed position, service job;2;4
CESKA REPUBLIKA;Large town;Single: without children;26;Man;30;Employed professional (employed doctor, etc.);3;2
CESKA REPUBLIKA;Rural area or village;Widow: without children;18;Woman;70;Retired, unable to work;1;4
CESKA REPUBLIKA;Rural area or village;Divorced/Separated: without children;18;Man;60;Owner of a shop, craftsmen, etc.;1;4
CESKA REPUBLIKA;Large town;Single: without children;18;Man;31;Employed position, at desk;1;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;19;Woman;61;Business proprietors, etc.;2;3
CESKA REPUBLIKA;Small/middle town;(Re-)Married: children this marriage;19;Man;48;Owner of a shop, craftsmen, etc.;2;4
CESKA REPUBLIKA;Small/middle town;(Re-)Married: without children;18;Woman;63;Business proprietors, etc.;2;3
